Dam,date,Xcoo,Ycoo,Facc,
Aabach-Talsperre,1985-01-01,8.7202,51.4969,4.34002958545402,
Aabach-Talsperre,2035-01-01,8.7202,51.4969,-10.2670998156586,
Aabach-Talsperre,2050-01-01,8.7202,51.4969,-7.67135401812318,
Aabach-Talsperre,2083-01-01,8.7202,51.4969,-30.6042471316678,
Altenberg,1985-01-01,13.733,50.7646,0.63592311326776,
Altenberg,2035-01-01,13.733,50.7646,-1.95050544395514,
Altenberg,2050-01-01,13.733,50.7646,-13.3130497024106,
Altenberg,2083-01-01,13.733,50.7646,-39.6660341161493,
Amselbach,1985-01-01,12.5736,50.6373,0.200897503198559,
Amselbach,2035-01-01,12.5736,50.6373,-0.400161292859615,
Amselbach,2050-01-01,12.5736,50.6373,-2.29315497979882,
Amselbach,2083-01-01,12.5736,50.6373,-34.9675951002606,
Breitenbach-Talsperre,1985-01-01,8.08034,50.9823,8.45404737484322,
Breitenbach-Talsperre,2035-01-01,8.08034,50.9823,-7.81450915045751,
Breitenbach-Talsperre,2050-01-01,8.08034,50.9823,-4.90090523408703,
Breitenbach-Talsperre,2083-01-01,8.08034,50.9823,-13.8563119276379,
Calbitz,1985-01-01,13.0299,51.3237,2.22346273503738,
Calbitz,2035-01-01,13.0299,51.3237,2.15192306047943,
Calbitz,2050-01-01,13.0299,51.3237,8.50038164979155,
Calbitz,2083-01-01,13.0299,51.3237,-16.0323700798177,
Carlsfeld-Talsperre,1985-01-01,12.5966,50.4241,1.75249161186507,
Carlsfeld-Talsperre,2035-01-01,12.5966,50.4241,-4.34919684981562,
Carlsfeld-Talsperre,2050-01-01,12.5966,50.4241,-3.94982197084944,
Carlsfeld-Talsperre,2083-01-01,12.5966,50.4241,-23.0418062007119,
Cranzahl-Talsperre,1985-01-01,13.0033,50.5043,0.938623197017596,
Cranzahl-Talsperre,2035-01-01,13.0033,50.5043,-10.7968170799131,
Cranzahl-Talsperre,2050-01-01,13.0033,50.5043,-9.36230636713157,
Cranzahl-Talsperre,2083-01-01,13.0033,50.5043,-34.1715193518191,
Doktorteich,1985-01-01,12.8928,51.323,0.594450940283271,
Doktorteich,2035-01-01,12.8928,51.323,1.30675512445755,
Doktorteich,2050-01-01,12.8928,51.323,5.41622996604235,
Doktorteich,2083-01-01,12.8928,51.323,-19.8490798092597,
Dröda-Talsperre,1985-01-01,12.0574,50.3978,4.11767688087935,
Dröda-Talsperre,2035-01-01,12.0574,50.3978,-2.34846343124127,
Dröda-Talsperre,2050-01-01,12.0574,50.3978,-2.42728006796259,
Dröda-Talsperre,2083-01-01,12.0574,50.3978,-52.2659310612068,
Dreilägerbach-Talsperre,1985-01-01,6.20901,50.6599,5.13860992132376,
Dreilägerbach-Talsperre,2035-01-01,6.20901,50.6599,-6.7868842494555,
Dreilägerbach-Talsperre,2050-01-01,6.20901,50.6599,-10.8327242227779,
Dreilägerbach-Talsperre,2083-01-01,6.20901,50.6599,-20.7270374824462,
Drei_Teiche,1985-01-01,12.8956,51.3186,0.594450940283271,
Drei_Teiche,2035-01-01,12.8956,51.3186,1.30675512445755,
Drei_Teiche,2050-01-01,12.8956,51.3186,5.41622996604235,
Drei_Teiche,2083-01-01,12.8956,51.3186,-19.8490798092597,
Dörnthaler_Teich-Talsperre,1985-01-01,13.3404,50.7254,1.74937621431531,
Dörnthaler_Teich-Talsperre,2035-01-01,13.3404,50.7254,-12.4789645651705,
Dörnthaler_Teich-Talsperre,2050-01-01,13.3404,50.7254,-11.7578081832025,
Dörnthaler_Teich-Talsperre,2083-01-01,13.3404,50.7254,-31.0854739975185,
Ecker-Talsperre,1985-01-01,10.5796,51.8407,8.75247746828698,
Ecker-Talsperre,2035-01-01,10.5796,51.8407,-6.06521620414913,
Ecker-Talsperre,2050-01-01,10.5796,51.8407,-2.83971379186091,
Ecker-Talsperre,2083-01-01,10.5796,51.8407,-17.0464121743109,
Eibenstock-Talsperre,1985-01-01,12.5864,50.5324,2.43567400718393,
Eibenstock-Talsperre,2035-01-01,12.5864,50.5324,-2.6641600539713,
Eibenstock-Talsperre,2050-01-01,12.5864,50.5324,-4.87597189822041,
Eibenstock-Talsperre,2083-01-01,12.5864,50.5324,-32.0267928284794,
Einsiedel-Talsperre,1985-01-01,12.9848,50.7758,0.228980604465137,
Einsiedel-Talsperre,2035-01-01,12.9848,50.7758,-8.73542133763075,
Einsiedel-Talsperre,2050-01-01,12.9848,50.7758,-9.30750294552384,
Einsiedel-Talsperre,2083-01-01,12.9848,50.7758,-34.7058266136535,
Ennepe-Talsperre,1985-01-01,7.40925,51.2408,16.0502070311228,
Ennepe-Talsperre,2035-01-01,7.40925,51.2408,-5.32013436518006,
Ennepe-Talsperre,2050-01-01,7.40925,51.2408,-4.83171849938239,
Ennepe-Talsperre,2083-01-01,7.40925,51.2408,-11.7795558842814,
Erletor-Talsperre,1985-01-01,10.7469,50.5851,2.16216171435265,
Erletor-Talsperre,2035-01-01,10.7469,50.5851,-5.40025228304385,
Erletor-Talsperre,2050-01-01,10.7469,50.5851,-7.02536080405538,
Erletor-Talsperre,2083-01-01,10.7469,50.5851,-23.0822493907297,
Eschbach-Talsperre,1985-01-01,7.23185,51.1594,3.91915857541255,
Eschbach-Talsperre,2035-01-01,7.23185,51.1594,-4.98146058791348,
Eschbach-Talsperre,2050-01-01,7.23185,51.1594,-9.76347628677727,
Eschbach-Talsperre,2083-01-01,7.23185,51.1594,-14.7031209162181,
Frauenau-Talsperre,1985-01-01,13.3346,49.0133,8.34199762163274,
Frauenau-Talsperre,2035-01-01,13.3346,49.0133,-9.78070860496299,
Frauenau-Talsperre,2050-01-01,13.3346,49.0133,-6.38389189335449,
