Dam,date,Xcoo,Ycoo,Facc,
Aabach-Talsperre,1985-01-01,8.7202,51.4969,4.72006066628097,
Aabach-Talsperre,2035-01-01,8.7202,51.4969,7.78631493144218,
Aabach-Talsperre,2050-01-01,8.7202,51.4969,7.74577822854558,
Aabach-Talsperre,2083-01-01,8.7202,51.4969,7.43613728462042,
Altenberg,1985-01-01,13.733,50.7646,0.707597075149677,
Altenberg,2035-01-01,13.733,50.7646,8.20380544159461,
Altenberg,2050-01-01,13.733,50.7646,7.36463554421478,
Altenberg,2083-01-01,13.733,50.7646,13.8086988118666,
Amselbach,1985-01-01,12.5736,50.6373,0.225571043899192,
Amselbach,2035-01-01,12.5736,50.6373,9.16583316036937,
Amselbach,2050-01-01,12.5736,50.6373,9.22652480927309,
Amselbach,2083-01-01,12.5736,50.6373,12.5530722632478,
Breitenbach-Talsperre,1985-01-01,8.08034,50.9823,9.15439066957329,
Breitenbach-Talsperre,2035-01-01,8.08034,50.9823,6.20186615963161,
Breitenbach-Talsperre,2050-01-01,8.08034,50.9823,7.05303798693098,
Breitenbach-Talsperre,2083-01-01,8.08034,50.9823,6.16374967101144,
Calbitz,1985-01-01,13.0299,51.3237,2.61964756270239,
Calbitz,2035-01-01,13.0299,51.3237,20.7139687006404,
Calbitz,2050-01-01,13.0299,51.3237,23.5896301651526,
Calbitz,2083-01-01,13.0299,51.3237,29.828076633913,
Carlsfeld-Talsperre,1985-01-01,12.5966,50.4241,1.9038186811137,
Carlsfeld-Talsperre,2035-01-01,12.5966,50.4241,5.18402881069536,
Carlsfeld-Talsperre,2050-01-01,12.5966,50.4241,2.86263459491751,
Carlsfeld-Talsperre,2083-01-01,12.5966,50.4241,6.26339667508349,
Cranzahl-Talsperre,1985-01-01,13.0033,50.5043,1.01864460499695,
Cranzahl-Talsperre,2035-01-01,13.0033,50.5043,11.4524796176401,
Cranzahl-Talsperre,2050-01-01,13.0033,50.5043,7.69130239457681,
Cranzahl-Talsperre,2083-01-01,13.0033,50.5043,9.98182740491587,
Doktorteich,1985-01-01,12.8928,51.323,0.707517370587316,
Doktorteich,2035-01-01,12.8928,51.323,20.9656908897758,
Doktorteich,2050-01-01,12.8928,51.323,20.9698088329868,
Doktorteich,2083-01-01,12.8928,51.323,28.6411094223479,
Dröda-Talsperre,1985-01-01,12.0574,50.3978,4.57364386841778,
Dröda-Talsperre,2035-01-01,12.0574,50.3978,10.8207205659385,
Dröda-Talsperre,2050-01-01,12.0574,50.3978,14.9204686305551,
Dröda-Talsperre,2083-01-01,12.0574,50.3978,15.4009213130194,
Dreilägerbach-Talsperre,1985-01-01,6.20901,50.6599,5.62496974869091,
Dreilägerbach-Talsperre,2035-01-01,6.20901,50.6599,8.28367644203374,
Dreilägerbach-Talsperre,2050-01-01,6.20901,50.6599,4.96879798055,
Dreilägerbach-Talsperre,2083-01-01,6.20901,50.6599,4.83461482924151,
Drei_Teiche,1985-01-01,12.8956,51.3186,0.707517370587316,
Drei_Teiche,2035-01-01,12.8956,51.3186,20.9656908897758,
