Dam,date,Xcoo,Ycoo,Facc,
Aabach-Talsperre,1985-01-01,8.7202,51.4969,11759973.3359849,
Aabach-Talsperre,2035-01-01,8.7202,51.4969,-9.55492524544259,
Aabach-Talsperre,2050-01-01,8.7202,51.4969,-13.5307781979936,
Aabach-Talsperre,2083-01-01,8.7202,51.4969,-9.88976300151527,
Altenberg,1985-01-01,13.733,50.7646,1760539.341048,
Altenberg,2035-01-01,13.733,50.7646,-13.7366190395127,
Altenberg,2050-01-01,13.733,50.7646,-15.4735899445884,
Altenberg,2083-01-01,13.733,50.7646,-16.830690876855,
Amselbach,1985-01-01,12.5736,50.6373,531253.38709943,
Amselbach,2035-01-01,12.5736,50.6373,-16.0618060635157,
Amselbach,2050-01-01,12.5736,50.6373,-13.1381881779316,
Amselbach,2083-01-01,12.5736,50.6373,-13.5430156649146,
Breitenbach-Talsperre,1985-01-01,8.08034,50.9823,23249433.8889456,
Breitenbach-Talsperre,2035-01-01,8.08034,50.9823,-7.0803652573519,
Breitenbach-Talsperre,2050-01-01,8.08034,50.9823,-14.1289101473612,
Breitenbach-Talsperre,2083-01-01,8.08034,50.9823,-6.79147123424048,
Calbitz,1985-01-01,13.0299,51.3237,6261867.59585112,
Calbitz,2035-01-01,13.0299,51.3237,-19.2525670538333,
Calbitz,2050-01-01,13.0299,51.3237,-8.52962786132074,
Calbitz,2083-01-01,13.0299,51.3237,-28.149288630016,
Carlsfeld-Talsperre,1985-01-01,12.5966,50.4241,4744642.70155191,
Carlsfeld-Talsperre,2035-01-01,12.5966,50.4241,-12.1776508755289,
Carlsfeld-Talsperre,2050-01-01,12.5966,50.4241,-11.6197220469534,
Carlsfeld-Talsperre,2083-01-01,12.5966,50.4241,-13.1652389577069,
Cranzahl-Talsperre,1985-01-01,13.0033,50.5043,2542919.87838775,
Cranzahl-Talsperre,2035-01-01,13.0033,50.5043,-12.8553361328887,
Cranzahl-Talsperre,2050-01-01,13.0033,50.5043,-15.2730803256775,
Cranzahl-Talsperre,2083-01-01,13.0033,50.5043,-17.2079106387817,
Doktorteich,1985-01-01,12.8928,51.323,1668240.76246351,
Doktorteich,2035-01-01,12.8928,51.323,-18.1924075797426,
Doktorteich,2050-01-01,12.8928,51.323,-12.0341028388332,
Doktorteich,2083-01-01,12.8928,51.323,-28.5227190248662,
Drei_Teiche,1985-01-01,12.8956,51.3186,1668240.76246351,
Drei_Teiche,2035-01-01,12.8956,51.3186,-18.1924075797426,
Drei_Teiche,2050-01-01,12.8956,51.3186,-12.0341028388332,
Drei_Teiche,2083-01-01,12.8956,51.3186,-28.5227190248662,
Dreilägerbach-Talsperre,1985-01-01,6.20901,50.6599,13969736.1335993,
Dreilägerbach-Talsperre,2035-01-01,6.20901,50.6599,-6.78893103948906,
Dreilägerbach-Talsperre,2050-01-01,6.20901,50.6599,-13.3834369115276,
Dreilägerbach-Talsperre,2083-01-01,6.20901,50.6599,-10.4265572567493,
Dröda-Talsperre,1985-01-01,12.0574,50.3978,11358210.1104569,
Dröda-Talsperre,2035-01-01,12.0574,50.3978,-22.4777909718208,
Dröda-Talsperre,2050-01-01,12.0574,50.3978,-14.4332366229822,
Dröda-Talsperre,2083-01-01,12.0574,50.3978,-17.5359029475104,
Dörnthaler_Teich-Talsperre,1985-01-01,13.3404,50.7254,4790260.51009119,
Dörnthaler_Teich-Talsperre,2035-01-01,13.3404,50.7254,-18.6332624065912,
Dörnthaler_Teich-Talsperre,2050-01-01,13.3404,50.7254,-22.6749458687297,
Dörnthaler_Teich-Talsperre,2083-01-01,13.3404,50.7254,-20.6908334479003,
