Dam,date,Xcoo,Ycoo,Facc,
Aabach-Talsperre,1985-01-01,8.7202,51.4969,12987341.148845,
Aabach-Talsperre,2035-01-01,8.7202,51.4969,19.3817345354843,
Aabach-Talsperre,2050-01-01,8.7202,51.4969,16.60645633977,
Aabach-Talsperre,2083-01-01,8.7202,51.4969,20.3346040478772,
Altenberg,1985-01-01,13.733,50.7646,1992100.04824787,
Altenberg,2035-01-01,13.733,50.7646,8.13230122390239,
Altenberg,2050-01-01,13.733,50.7646,11.0628166642642,
Altenberg,2083-01-01,13.733,50.7646,11.2619636088648,
Amselbach,1985-01-01,12.5736,50.6373,609386.787341237,
Amselbach,2035-01-01,12.5736,50.6373,31.6739359372959,
Amselbach,2050-01-01,12.5736,50.6373,20.8110032231478,
Amselbach,2083-01-01,12.5736,50.6373,23.7443951321992,
Breitenbach-Talsperre,1985-01-01,8.08034,50.9823,24563427.1320963,
Breitenbach-Talsperre,2035-01-01,8.08034,50.9823,13.8370822644794,
Breitenbach-Talsperre,2050-01-01,8.08034,50.9823,14.0694839369368,
Breitenbach-Talsperre,2083-01-01,8.08034,50.9823,10.6534268840989,
Calbitz,1985-01-01,13.0299,51.3237,7982736.73041344,
Calbitz,2035-01-01,13.0299,51.3237,41.1056174437761,
Calbitz,2050-01-01,13.0299,51.3237,25.409802143854,
Calbitz,2083-01-01,13.0299,51.3237,27.2201482791608,
Carlsfeld-Talsperre,1985-01-01,12.5966,50.4241,5246287.54282773,
Carlsfeld-Talsperre,2035-01-01,12.5966,50.4241,8.21470770636231,
Carlsfeld-Talsperre,2050-01-01,12.5966,50.4241,12.5364768235029,
Carlsfeld-Talsperre,2083-01-01,12.5966,50.4241,10.8063929239423,
Cranzahl-Talsperre,1985-01-01,13.0033,50.5043,2866993.99117559,
Cranzahl-Talsperre,2035-01-01,13.0033,50.5043,9.38898596542413,
Cranzahl-Talsperre,2050-01-01,13.0033,50.5043,12.139518686124,
Cranzahl-Talsperre,2083-01-01,13.0033,50.5043,17.5277941591199,
Doktorteich,1985-01-01,12.8928,51.323,2109922.10350335,
Doktorteich,2035-01-01,12.8928,51.323,46.6573614542606,
Doktorteich,2050-01-01,12.8928,51.323,26.0890123405336,
Doktorteich,2083-01-01,12.8928,51.323,30.4401387961099,
Drei_Teiche,1985-01-01,12.8956,51.3186,2109922.10350335,
Drei_Teiche,2035-01-01,12.8956,51.3186,46.6573614542606,
Drei_Teiche,2050-01-01,12.8956,51.3186,26.0890123405336,
Drei_Teiche,2083-01-01,12.8956,51.3186,30.4401387961099,
Dreilägerbach-Talsperre,1985-01-01,6.20901,50.6599,15018540.9573197,
Dreilägerbach-Talsperre,2035-01-01,6.20901,50.6599,16.178305344296,
Dreilägerbach-Talsperre,2050-01-01,6.20901,50.6599,20.6623892754248,
Dreilägerbach-Talsperre,2083-01-01,6.20901,50.6599,16.0688114067496,
Dröda-Talsperre,1985-01-01,12.0574,50.3978,12818649.9369657,
Dröda-Talsperre,2035-01-01,12.0574,50.3978,41.4109099193563,
Dröda-Talsperre,2050-01-01,12.0574,50.3978,46.5309701172425,
Dröda-Talsperre,2083-01-01,12.0574,50.3978,27.2900956663643,
Dörnthaler_Teich-Talsperre,1985-01-01,13.3404,50.7254,5091100.42358637,
Dörnthaler_Teich-Talsperre,2035-01-01,13.3404,50.7254,21.6869503534263,
Dörnthaler_Teich-Talsperre,2050-01-01,13.3404,50.7254,22.947849994337,
Dörnthaler_Teich-Talsperre,2083-01-01,13.3404,50.7254,19.5794691553758,
Ecker-Talsperre,1985-01-01,10.5796,51.8407,26268277.8141832,
Ecker-Talsperre,2035-01-01,10.5796,51.8407,10.5341095047995,
Ecker-Talsperre,2050-01-01,10.5796,51.8407,7.90234598254627,
Ecker-Talsperre,2083-01-01,10.5796,51.8407,11.0759837055818,
Eibenstock-Talsperre,1985-01-01,12.5987,50.5299,115887738.713551,
Eibenstock-Talsperre,2035-01-01,12.5987,50.5299,12.6131498280075,
Eibenstock-Talsperre,2050-01-01,12.5987,50.5299,15.7752339497769,
Eibenstock-Talsperre,2083-01-01,12.5987,50.5299,13.1389879207068,
Einsiedel-Talsperre,1985-01-01,12.9848,50.7758,696684.736490697,
Einsiedel-Talsperre,2035-01-01,12.9848,50.7758,22.4199468797018,
Einsiedel-Talsperre,2050-01-01,12.9848,50.7758,16.1467583026914,
Einsiedel-Talsperre,2083-01-01,12.9848,50.7758,17.6876692963097,
Ennepe-Talsperre,1985-01-01,7.40925,51.2408,47078657.7703428,
Ennepe-Talsperre,2035-01-01,7.40925,51.2408,16.1755367183491,
Ennepe-Talsperre,2050-01-01,7.40925,51.2408,12.4803723856784,
Ennepe-Talsperre,2083-01-01,7.40925,51.2408,11.3997111291116,
Erletor-Talsperre,1985-01-01,10.7469,50.5851,6414307.35763192,
Erletor-Talsperre,2035-01-01,10.7469,50.5851,16.8020891040083,
Erletor-Talsperre,2050-01-01,10.7469,50.5851,17.6374116478455,
Erletor-Talsperre,2083-01-01,10.7469,50.5851,9.96912862596697,
Eschbach-Talsperre,1985-01-01,7.23185,51.1594,11245602.4662772,
Eschbach-Talsperre,2035-01-01,7.23185,51.1594,12.9563058710496,
Eschbach-Talsperre,2050-01-01,7.23185,51.1594,13.5877634669178,
Eschbach-Talsperre,2083-01-01,7.23185,51.1594,12.5194414369227,
Frauenau-Talsperre,1985-01-01,13.3346,49.0133,23880906.2400126,
Frauenau-Talsperre,2035-01-01,13.3346,49.0133,11.8058860466685,
Frauenau-Talsperre,2050-01-01,13.3346,49.0133,13.2037669242137,
Frauenau-Talsperre,2083-01-01,13.3346,49.0133,10.7517399451611,
Fuelbecke-Talsperre,1985-01-01,7.66307,51.2482,3110976.1690414,
Fuelbecke-Talsperre,2035-01-01,7.66307,51.2482,14.7397438739079,
Fuelbecke-Talsperre,2050-01-01,7.66307,51.2482,10.5440123095356,
Fuelbecke-Talsperre,2083-01-01,7.66307,51.2482,11.5978547936874,
Fürwigge-Talsperre,1985-01-01,7.68788,51.1496,11118060.3251266,
Fürwigge-Talsperre,2035-01-01,7.68788,51.1496,12.930431925446,
Fürwigge-Talsperre,2050-01-01,7.68788,51.1496,8.89589690987517,
Fürwigge-Talsperre,2083-01-01,7.68788,51.1496,7.95883959701461,
Genkel-Talsperre,1985-01-01,7.62836,51.0634,8385608.82963717,
Genkel-Talsperre,2035-01-01,7.62836,51.0634,12.5814018864044,
Genkel-Talsperre,2050-01-01,7.62836,51.0634,10.1008790306786,
Genkel-Talsperre,2083-01-01,7.62836,51.0634,7.76974058258886,
Gottleuba-Talsperre,1985-01-01,13.9311,50.8371,11057779.5541835,
Gottleuba-Talsperre,2035-01-01,13.9311,50.8371,20.6785660678226,
Gottleuba-Talsperre,2050-01-01,13.9311,50.8371,25.5355092030068,
Gottleuba-Talsperre,2083-01-01,13.9311,50.8371,22.0358615520987,
Grane-Talsperre,1985-01-01,10.3773,51.9111,16767048.1098604,
Grane-Talsperre,2035-01-01,10.3773,51.9111,18.8217958543872,
Grane-Talsperre,2050-01-01,10.3773,51.9111,14.9014126118203,
Grane-Talsperre,2083-01-01,10.3773,51.9111,11.8074879053056,
Große_Dhünn-Talsperre,1985-01-01,7.19059,51.0662,45439060.1882029,
Große_Dhünn-Talsperre,2035-01-01,7.19059,51.0662,12.2730754913942,
Große_Dhünn-Talsperre,2050-01-01,7.19059,51.0662,13.3707045893601,
Große_Dhünn-Talsperre,2083-01-01,7.19059,51.0662,12.276728847738,
Haltern-Talsperre,1985-01-01,7.20707,51.7427,301732246.77721,
Haltern-Talsperre,2035-01-01,7.20707,51.7427,22.3727162257857,
Haltern-Talsperre,2050-01-01,7.20707,51.7427,23.3619103087417,
Haltern-Talsperre,2083-01-01,7.20707,51.7427,22.4909214120903,
Hasper-Talsperre,1985-01-01,7.41405,51.2991,8084847.04889327,
Hasper-Talsperre,2035-01-01,7.41405,51.2991,18.3124091003779,
Hasper-Talsperre,2050-01-01,7.41405,51.2991,11.9939567493228,
Hasper-Talsperre,2083-01-01,7.41405,51.2991,12.7982314908542,
Hegeteich_Ossa,1985-01-01,12.6773,51.0185,1387574.47835997,
Hegeteich_Ossa,2035-01-01,12.6773,51.0185,32.7163057129836,
