,index,pre_yearly,pre_summer,pre_winter,recharge_adjust,Tmax25[n],Tmax30[n],rcp
24,met_032,50.026978,29.73877,24.526825,11.296425,12.799999,4.9666667,rcp26
25,met_035,148.34277,94.46469,56.73355,57.711906,9.366667,2.2,rcp85
26,met_036,96.96912,24.693909,68.42169,35.416656,2.999998,0.7666669,rcp85
27,met_037,65.417786,-1.4180603,63.821503,24.589615,8.166666,4.0333333,rcp85
28,met_038,-46.496155,-26.51416,-17.511566,-23.293015,21.833334,9.666667,rcp26
29,met_039,-25.756897,-11.106689,-14.686859,-17.730675,18.266668,7.0333333,rcp26
30,met_040,-39.640747,-26.614594,-11.41449,-22.50814,22.833334,9.866667,rcp85
31,met_041,22.935852,14.583832,9.52359,2.488533,15.966665,7.8333335,rcp85
32,met_042,0.6491089,0.96603394,2.2363586,-3.9589615,18.166666,4.9666667,rcp26
33,met_043,39.915283,23.056854,15.362671,7.15168,15.166666,5.1000004,rcp26
34,met_044,52.889282,42.456787,13.767395,17.265915,11.166668,2.3000002,rcp26
35,met_045,33.021423,13.641541,22.11905,6.828125,12.466667,5.766667,rcp26
36,met_050,5.5269775,-32.296295,45.780487,-3.536934,27.966667,11.466667,rcp85
37,met_051,85.91345,43.12326,48.65625,26.357376,24.900002,14.0,rcp85
38,met_052,35.285095,-13.21637,46.094116,8.358185,21.933334,7.5,rcp85
39,met_053,36.939453,-11.82962,51.947266,6.883507,20.0,6.833333,rcp85
40,met_054,81.54468,17.94632,60.650146,21.419128,19.400002,8.033333,rcp85
41,met_055,108.539185,79.50809,33.70871,37.669876,10.633331,5.3666663,rcp85
42,met_056,95.5824,33.945557,63.35202,35.92164,13.6,4.2666664,rcp85
43,met_057,26.562317,-15.003632,48.259827,-4.0722504,29.533335,14.766666,rcp85
44,met_058,73.78107,13.858765,59.174255,20.4141,14.099998,8.066667,rcp85
45,met_059,71.73926,34.35913,34.96234,26.47007,2.7999992,2.3666663,rcp26
46,met_060,61.02655,22.740784,38.53415,25.063599,4.2666664,2.2333336,rcp26
47,met_061,49.018982,5.2253723,43.184326,11.749489,10.766668,6.266667,rcp26
48,met_062,66.730835,15.759033,50.714996,23.67894,5.166668,3.1000004,rcp26
49,met_067,28.571228,19.711304,7.3145447,9.998482,6.3999977,3.7999997,rcp85
50,met_068,-9.71759,-7.302704,-4.4480286,-3.8221512,7.633333,4.3666663,rcp85
51,met_069,15.12262,1.4910278,10.690613,6.4534836,9.233334,5.3666663,rcp85
52,met_070,42.103638,37.53131,4.2408447,12.249733,4.166666,3.6,rcp85
53,met_071,58.569458,41.766357,13.791962,24.0709,2.466669,1.4333329,rcp85
54,met_072,19.926636,8.465698,11.733246,8.875664,5.9333344,3.7333336,rcp85
55,met_073,29.223389,15.932343,13.556824,7.4374237,7.5999985,4.9666667,rcp85
56,met_074,72.76831,8.440399,61.72873,26.036942,7.4000015,3.3666663,rcp85
57,met_075,66.70923,0.8279419,65.26587,20.738167,8.966667,4.1666665,rcp85
58,met_076,105.27197,3.9560242,97.437775,42.57911,7.299999,3.8000002,rcp85
59,met_077,19.90332,12.169525,5.598694,3.9612732,5.0666656,2.4000006,rcp85
60,met_078,58.34973,16.080261,41.142944,23.698402,5.200001,3.5666666,rcp85
61,met_079,21.88623,15.625061,8.81311,3.5091858,11.933334,6.4333334,rcp26
62,met_080,59.029358,28.684967,29.053894,20.37387,8.4,4.933333,rcp26
63,met_082,21.616333,-0.22485352,22.077515,10.541016,8.333334,2.3666668,rcp85
64,met_083,35.615234,2.7147827,31.383057,8.770683,11.066666,5.0,rcp85
65,met_084,59.831543,33.701447,29.138275,19.224052,10.033333,5.4666667,rcp85
66,met_085,77.34607,47.516968,36.268707,31.69593,9.833334,1.9666667,rcp85
67,met_086,69.5271,44.126495,27.509369,27.094902,7.799999,3.8666663,rcp85
68,met_087,69.031494,36.84793,29.793488,24.957253,7.699999,3.733333,rcp85
69,met_088,-31.180298,-34.198914,2.7130737,-15.817352,4.699999,2.2666664,rcp26
