,index,pre_yearly,pre_summer,pre_winter,recharge_adjust,Tmax25[n],Tmax30[n],rcp
34,met_044,75.48822,58.559784,16.107239,27.754044,9.600002,2.1333337,rcp26
35,met_045,49.524963,27.328247,21.518799,12.40937,10.799999,3.933333,rcp26
36,met_050,-10.590515,-57.39267,56.53482,-8.830193,37.8,17.4,rcp85
37,met_051,121.65857,59.343292,65.35568,34.20851,30.8,16.766666,rcp85
38,met_052,45.551453,-8.871735,53.61148,8.577408,29.166668,10.333334,rcp85
39,met_053,48.625916,1.4857788,52.22757,9.192123,23.566666,7.8999996,rcp85
40,met_054,82.72998,28.846313,53.056763,18.340012,27.366665,12.4,rcp85
41,met_055,159.51288,113.10474,51.897156,54.21196,14.599998,6.7999997,rcp85
42,met_056,116.954285,42.650635,75.24487,40.96354,18.933332,6.4333334,rcp85
43,met_057,29.644714,-20.878052,55.18564,-7.4323044,42.533333,21.666666,rcp85
44,met_058,102.01868,30.697998,73.351685,30.516045,17.666668,9.766666,rcp85
45,met_059,62.586853,30.431213,31.596985,20.63575,4.633333,2.9999995,rcp26
46,met_060,30.975586,7.4642944,24.17804,15.214645,3.0999985,1.4666667,rcp26
47,met_061,45.88733,11.792023,35.145996,12.373718,8.9,5.1333337,rcp26
48,met_062,33.54181,-21.161835,54.27066,10.385803,7.299999,2.4,rcp26
49,met_067,44.475098,-1.8724365,42.91562,12.69989,11.5,6.4999995,rcp85
50,met_068,15.244446,-17.943024,30.238312,5.27726,12.066668,6.2999997,rcp85
51,met_069,31.93158,-6.307831,33.90381,10.654312,13.599998,7.8666663,rcp85
52,met_070,65.95599,28.799988,34.71588,16.67308,11.466669,6.6666665,rcp85
53,met_071,66.98657,18.663208,43.012787,23.468163,10.866667,5.6999993,rcp85
54,met_072,25.449707,-12.426941,36.51413,12.021362,10.799999,6.333334,rcp85
55,met_073,46.91333,-1.2223816,43.16623,11.322334,13.700001,8.799999,rcp85
56,met_074,84.76721,-5.038391,85.97916,28.034683,11.299999,5.3666663,rcp85
57,met_075,82.15033,-10.572815,90.52551,25.644493,16.0,7.8666663,rcp85
58,met_076,138.59082,4.853058,125.83542,54.69352,11.566666,6.5,rcp85
59,met_077,48.55316,16.065887,30.105286,11.389122,12.066666,5.8,rcp85
60,met_078,91.974976,19.422943,72.668365,30.324852,14.366669,8.833333,rcp85
61,met_079,43.295044,23.200867,22.665741,11.519127,11.099998,5.833334,rcp26
62,met_080,78.00409,36.62372,40.29294,32.191742,7.4333324,4.3666663,rcp26
63,met_082,31.88501,2.5888062,29.084259,11.2953415,13.666666,4.733333,rcp85
64,met_083,64.16339,11.255493,49.32892,17.019485,15.566666,7.4333334,rcp85
65,met_084,77.884766,42.751495,38.52246,22.570198,16.5,7.9999995,rcp85
66,met_085,125.00903,77.72821,54.03006,49.819862,12.300001,2.0,rcp85
67,met_086,92.74121,49.9404,43.638855,34.54946,11.833332,5.1,rcp85
68,met_087,97.92297,49.956635,46.437042,34.939476,11.333334,5.433334,rcp85
69,met_088,-10.17749,-25.476685,13.56897,-5.14225,3.1000004,1.5666666,rcp26
